sentence,text_processed,true_label,tuned_pred,tuned_correct,word_count,confidence,base_pred,base_correct
"có ba buổi học , chỉ những người tham gia buổi đầu mới biết các buổi tiếp theo .","có ba buổi học , chỉ những người tham gia buổi đầu mới biết các buổi tiếp theo .",negative,positive,False,19,0.772176870382299,positive,False
bài tập thầy giảng rất hay .,bài tập thầy giảng rất hay .,positive,positive,True,7,0.9953127055517235,positive,True
"giảng viên giảng dạy tốt , nhiệt tình .","giảng viên giảng dạy tốt , nhiệt tình .",positive,positive,True,9,0.9997785279662154,positive,True
hơi khô khan trong việc giảng dạy .,hơi khô khan trong việc giảng dạy .,negative,negative,True,8,0.9876425991748574,negative,True
các buổi ngoại khóa nên được mở .,các buổi ngoại khóa nên được mở .,negative,negative,True,8,0.9932071917877671,negative,True
"do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .","do trình độ tiếng anh của lớp không cao chỉ một số ít có khả năng nghe , đọc , và hiểu được bài giảng của thấy nên hiệu quả của việc giảng dạy bằng tiếng anh là chưa cao .",negative,negative,True,41,0.9953992324222657,negative,True
sử dụng quá nhiều tiếng anh để giảng bài trong khi sinh viên ngồi dưới chẳng hiểu là bao nhiêu .,sử dụng quá nhiều tiếng anh để giảng bài trong khi sinh viên ngồi dưới chẳng hiểu là bao nhiêu .,negative,negative,True,21,0.915362986807033,negative,True
"nên tạo thêm cảm hứng khi học như doubledot học qua bài hát , hình ảnh .","nên tạo thêm cảm hứng khi học như doubledot học qua bài hát , hình ảnh .",negative,negative,True,17,0.9718228621935636,negative,True
"giảng viên giảng dạy nhiệt tình , lên lớp đúng giờ .","giảng viên giảng dạy nhiệt tình , lên lớp đúng giờ .",positive,positive,True,12,0.9966734124432516,positive,True
"thầy vui vẻ , tận tình .","thầy vui vẻ , tận tình .",positive,positive,True,7,0.9996113142479712,positive,True
tóm lại doubledot cô là giảng viên tệ nhất được học từ năm nhất đến bây giờ .,tóm lại doubledot cô là giảng viên tệ nhất được học từ năm nhất đến bây giờ .,negative,negative,True,18,0.7777822068950682,negative,True
"nhiệt tình , yêu cô nhiều nhiều colonsmile .","nhiệt tình , yêu cô nhiều nhiều colonsmile .",positive,positive,True,9,0.9977202111318266,positive,True
cô dạy lý thuyết rất dễ hiểu .,cô dạy lý thuyết rất dễ hiểu .,positive,positive,True,8,0.996368643412404,positive,True
tâm lý .,tâm lý .,neutral,positive,False,3,0.9248625315396254,positive,False
em nghĩ nên dạy thực hành và nộp bài tập thực hành cách lịch học lý thuyết thêm một tuần nữa so với học kỳ này .,em nghĩ nên dạy thực hành và nộp bài tập thực hành cách lịch học lý thuyết thêm một tuần nữa so với học kỳ này .,negative,negative,True,27,0.9933454507165195,negative,True
"giảng viên cho bài tập sát với nội dung , giảng giải dễ hiểu .","giảng viên cho bài tập sát với nội dung , giảng giải dễ hiểu .",positive,positive,True,15,0.9732312909872974,positive,True
nội dung thi liên quan quá ít đến khoảng thời gian học trong lớp .,nội dung thi liên quan quá ít đến khoảng thời gian học trong lớp .,negative,negative,True,15,0.9628346111840481,negative,True
chấm điểm hơi khó .,chấm điểm hơi khó .,negative,negative,True,5,0.9984864118352624,negative,True
sửa bài chữ nhỏ quá .,sửa bài chữ nhỏ quá .,negative,negative,True,6,0.9710949755320314,negative,True
giáo viên nhiệt tình nhưng dạy khó hiểu quá .,giáo viên nhiệt tình nhưng dạy khó hiểu quá .,negative,negative,True,10,0.9318211981675321,negative,True
"giáo viên nghỉ không thông báo nhiều lần , ảnh hưởng tới thời gian và công sức của sinh viên .","giáo viên nghỉ không thông báo nhiều lần , ảnh hưởng tới thời gian và công sức của sinh viên .",negative,negative,True,21,0.9864527535125941,negative,True
bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,positive,positive,True,17,0.9917273406878037,positive,True
thầy thường xuyên trả lời trễ không trả lời mail của sinh viên .,thầy thường xuyên trả lời trễ không trả lời mail của sinh viên .,negative,negative,True,14,0.9903896036041941,negative,True
cần bài tập có lời giải .,cần bài tập có lời giải .,negative,negative,True,7,0.960101297243588,negative,True
cô dạy rất hay và vui .,cô dạy rất hay và vui .,positive,positive,True,7,0.9999157047432057,positive,True
không đáp ứng đủ số buổi học .,không đáp ứng đủ số buổi học .,negative,negative,True,8,0.860434502299837,negative,True
theo em môn này nên chuyển sang hình thức đồ án cuối kỳ thay vì thi cuối kỳ thì sẽ hợp lý và hiệu quả hơn .,theo em môn này nên chuyển sang hình thức đồ án cuối kỳ thay vì thi cuối kỳ thì sẽ hợp lý và hiệu quả hơn .,negative,negative,True,27,0.980288117526956,negative,True
giáo viên cần nhiệt tình hơn trong giảng dạy và giờ nên lớp .,giáo viên cần nhiệt tình hơn trong giảng dạy và giờ nên lớp .,negative,negative,True,14,0.9995095229878728,negative,True
"giảng không tận tình , chỉ ngồi một chỗ và nói và đọc slide .","giảng không tận tình , chỉ ngồi một chỗ và nói và đọc slide .",negative,negative,True,15,0.9937323765425707,negative,True
"giáo viên rất nhiệt tình trong quá trình giảng dạy , sử dụng thời gian rất hợp lý , diễn đạt hay nêu ví dụ .","giáo viên rất nhiệt tình trong quá trình giảng dạy , sử dụng thời gian rất hợp lý , diễn đạt hay nêu ví dụ .",positive,positive,True,26,0.9991444528390699,positive,True
nên cụ thể hóa trong ví dụ .,nên cụ thể hóa trong ví dụ .,negative,negative,True,8,0.9832991566123666,negative,True
cách sửa bài tập còn sơ sài .,cách sửa bài tập còn sơ sài .,negative,negative,True,8,0.9865551501576263,negative,True
"chưa học kiểm thử , bắt làm test thì sao mà làm ?","chưa học kiểm thử , bắt làm test thì sao mà làm ?",negative,negative,True,13,0.9897172659060566,negative,True
nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,negative,negative,True,59,0.9868618545619741,negative,True
tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,negative,negative,True,25,0.8618537528181762,negative,True
thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,negative,negative,True,17,0.9983878176348507,negative,True
"tận tâm , hay .","tận tâm , hay .",positive,positive,True,5,0.9998298192078127,positive,True
"dạy nhiệt tình , nói tiếng anh chuẩn .","dạy nhiệt tình , nói tiếng anh chuẩn .",positive,positive,True,9,0.9984667392550696,positive,True
giảng bài hơi khó hiểu với lại quá nhanh .,giảng bài hơi khó hiểu với lại quá nhanh .,negative,negative,True,10,0.9992288114534666,negative,True
giảng viên nhiệt tình dạy dễ hiểu .,giảng viên nhiệt tình dạy dễ hiểu .,positive,positive,True,8,0.9999941368345144,positive,True
nhưng đi thực hành mà giảng viên hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,nhưng đi thực hành mà giảng viên hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,negative,negative,True,30,0.9718447954500979,negative,True
cô cực kỳ dễ thương luôn .,cô cực kỳ dễ thương luôn .,positive,positive,True,7,0.9992729810468827,positive,True
"em cực kỳ thích thầy wzjwz240 , thầy tận tâm , thương học sinh , thầy  là số một .","em cực kỳ thích thầy wzjwz240 , thầy tận tâm , thương học sinh , thầy là số một .",positive,positive,True,20,0.9979887583059243,positive,True
nên chọn thầy dạy thực hành phù hợp hơn và có thể truyền đạt kiến thức tốt hơn .,nên chọn thầy dạy thực hành phù hợp hơn và có thể truyền đạt kiến thức tốt hơn .,negative,negative,True,19,0.9693215599937138,negative,True
đề thi quá dài .,đề thi quá dài .,negative,negative,True,5,0.9718505932495743,negative,True
"cô dạy rất nhiệt tình , đầy đủ các phương pháp .","cô dạy rất nhiệt tình , đầy đủ các phương pháp .",positive,positive,True,12,0.9995935180918025,positive,True
nghiêm khắc hơn đối với sinh viên .,nghiêm khắc hơn đối với sinh viên .,negative,negative,True,8,0.9464691617547739,negative,True
"hoạt động về bài giảng trên lớp , bỗ trợ lại một phần kiến thức về mặt lý thuyết rất hữu ích cho sinh viên , cách giảng dạy rất ok .","hoạt động về bài giảng trên lớp , bỗ trợ lại một phần kiến thức về mặt lý thuyết rất hữu ích cho sinh viên , cách giảng dạy rất ok .",positive,positive,True,32,0.8794471063352302,positive,True
nâng cao chất lượng giảng viên và trang thiết bị hỗ trợ .,nâng cao chất lượng giảng viên và trang thiết bị hỗ trợ .,negative,negative,True,13,0.948983586843354,negative,True
cô hoàng toàn không dùng courses hay các phương tiện liên lạc thông báo .,cô hoàng toàn không dùng courses hay các phương tiện liên lạc thông báo .,positive,negative,False,15,0.9125075980629144,negative,False
cách cô giảng rất nhiệt tình .,cách cô giảng rất nhiệt tình .,positive,positive,True,7,0.9951055499107038,positive,True
"đề nghị bỏ phần thì lý thuyết vào cuối kỳ , chỉ lấy 2 cột điểm seminar giữa kỳ và đồ án cuối kỳ .","đề nghị bỏ phần thì lý thuyết vào cuối kỳ , chỉ lấy 2 cột điểm seminar giữa kỳ và đồ án cuối kỳ .",negative,negative,True,25,0.9764151535832477,negative,True
